MT_R_0_30;MT_R_100_30;MT_R_0_1h;MT_R_100_1h;MT_R_0_2h;MT_R_100_2h;MT_R_0_3h;MT_R_100_3h;yg2_R_0_30;yg2_R_100_30;yg2_R_0_1h;yg2_R_100_1h;yg2_R_0_2h;yg2_R_100_2h;yg2_R_0_3h;yg2_R_100_3h
0.0;0.13275694483841;0.0240935886862762;0.0;0.105934492277848;0.00184709050462455;0.100173375296781;0.0261381381381383;0.0;0.167544604927783;0.374456140350877;0.0;0.318221236757823;0.309620906931102;0.085473684210527;0.254224264471249
0.0;0.0;0.0629145939592388;0.215916691460875;0.0104029014177378;0.228536059393879;0.0905407757104508;0.208234380661525;0.270580164056674;0.0567230888372604;0.154753363228699;0.805225313160892;0.395558707324486;0.450816459830177;0.357406576980569;0.192484138604198
0.0223566924112527;0.0385462097611631;0.0;0.0426424478321981;0.09808254246896;0.0726079898244381;0.0447077801757026;0.109452401010952;0.0;0.0;0.696317294541838;0.731281283778166;0.488779149519891;0.00577621558289453;0.372676861867463;0.131171530722541
